Text,Label
"If China can kill us, they can kill  you too @AngusCh89615720 @Heefg14 @Jothehkgirl @jonathanseual86 @SammY91318198 @marielSiviglia @op12381932972 @Makhk6 @AWMF5 @HMW79256809 @Senthil557 @wasteslave @valwonghk @SallyGunner0331 @bhikshu2007 @Mark48994372",Anti-Asian Hate
"@joerenois @seanhannity He wasn’t called racist for shutting down travel, that was the right thing to do. He was called racist for calling #COVIDー19 a Chinese virus which put Chinese people in harms way. He shouldn’t have down played the virus in the beginning making it political.",Neutral
Chinese virus then defective masks  fuck china,Anti-Asian Hate
@rivery73 @xiongbupang @XHNews Trump 😂🤣😂🤣 like I give a shit.   Look your  King of chinesevirus https://t.co/BmaVoyUSV6,Anti-Asian Hate
"Stupid! How many times does the left have to be told &amp; shown, that racist politics, does NOT work. We aren’t taking them seriously, we don’t get insulted by being called a racist. Knock it off, coronavirus knows no nationality. It came from China, a fact! https://t.co/cKoYcmp6fg",Anti-Asian Hate
"#ChinaLiedPeopleDie #ChineseVirus19 #WuhanVirus #ChineseCoronavirus....#ChinaGovernment has blood on its hands. #Lockdown economically crippling many but many countries..now how dare they say they helping globally? #China to be #Sanctioned by every country. People dying, ppl sick",Anti-Asian Hate
They probably would have fucked the snake before killing it. #ChineseVirus Chinese are Virus. https://t.co/xCcsk6pOuS,Anti-Asian Hate
@Collider FUCK China FUCK Chinese FUCK Mulan FUCKING Corona People  CCPvirus/Chinese virus,Anti-Asian Hate
@loganathanselva @ReutersIndia @smitaprakash Coronavirus is fucking the communist ! What a pity !,Neutral
"@tom_cruise31 @hussain_imtiyaz What u want. I am not going to feed in Chinese propaganda. They eat shit and spread virus. This is not the 1st time. Who the hell is going to pay for the loss of lives, economic damage and debt burden in so many countries. CPC is an evil regime &amp; must rightfully be maligned.",Anti-Asian Hate
@MEN57708728 @billbirtles You people are not human you are virus. Dear God please save humanity from Chinese virus.,Anti-Asian Hate
@Ylp135790 @dhruman39 @PunjabPoliceInd Think for your #ChineseVirus country &amp; virus people... Go and collect the body's of virus people who died on train accident cry for them you stupid #ChineseVirus19,Anti-Asian Hate
"@wong_aray @vivek38742339 @Lutao1need1love You r absolutely correct , one support their own country.     Being chinese, you will support china . But everyone knows the fact that . #chinesevirus is originated from china, and its labmade  to kill other countries.  #ChineseBioterrorism",Anti-Asian Hate
"@SanidhyaSinha17 @XHNews @PDChina yaack, fucking chinese Virus origin.",Anti-Asian Hate
"@OctopusIllusion @lin28NM @SaraCarterDC How is it Mr. Trump’s fault the Chinese were not honest and did not tell the world about the NEW, highly fast spreading, virus that was rapidly killing their people.  We are lucky he didn’t listen to the Dems who called him racist for early travel ban on China saving many lives!",Anti-Asian Hate
@demimckennax Get the fuckin chinky in eh,Anti-Asian Hate
Yall still call it the EBOLA virus.. fuck that im not even saying coronavirus im sayin Wuhanvirus or Kung Flu,Anti-Asian Hate
"Anyone else do a sneaky fist pump when every recycle bin in the street goes thud, and yours puts pressure on the wagons hydraulics and goes chink, chink with all the bottles? Or is it just me?😂",Neutral
The U.S. offered China aid in the early stages of the coronavirus outbreak to prevent a global spread and China said fuck off,Anti-Asian Hate
"But I thought that, you know, Putin kicked #COVID19 ass 🤔🤔  and you KNOW that China has been lying about their numbers.  It is WAY WORSE and they are telling the world.  #ChinaLiedPeopleDied  #ChinaLiesPeopleDie  #TrumpVirus #TrumpIsAnAsshole",Anti-Asian Hate
#香港加油 #StandWithHongKong #CCPVirus #CCP_is_terrorist  save the world？ end fucking CCP！,Anti-Asian Hate
@ConDuff7 And now its ruined by a chink,Neutral
Chinese people are all fucking shit.,Anti-Asian Hate
@trinafang @60Mins America’s fault for the Chinese virus that started in China? Lololololololol keep telling yourself that Chinese propaganda. I can’t wait until we start producing all of our own goods and kick your ass to the curb,Anti-Asian Hate
"fairly fucking typical that the ever america-centric leftist take about COVID-19 was “the panic about this is racist” while actual asian countries are at the viral equivalent of DEFCON 1, shutting down schools and major events, and locking down international travel.",Neutral
"Trump as US’ President, one of the most liberal country in the world: “Chinese virus” “not racist at all”. Duh~",Neutral
@wenjing_xv @LuTea0409 @Abhijeetpande10 @CGTNOfficial Fuck you Chinese virus🖕. People here don't eat shit and spread deadly virus.,Anti-Asian Hate
@jtao98 Mother Fucking #ChineseVirus,Anti-Asian Hate
@jtao98 @Olympics @Paralympics Mother Fucking #ChineseVirus,Anti-Asian Hate
Thank God for emergency fund..   thank you mr. chink positive :) love watching ur YT vids @chinkeetan,Neutral
These chinese are some fucking breeds.,Anti-Asian Hate
"Fuck You, China. (Covid19) https://t.co/kNlwgYyxYA via @YouTube  Exactly my thoughts! They must be held accountable! #ChineseVirus",Anti-Asian Hate
Finally put a new screen protector on my phone and it’s so weird to look at my screen and not see scratches all the way across. And a chink of the protector had broken off by the keyboard area and now there’s no missing chunk and it’s SO WEIRD,Neutral
....thighs.... *drooling chink emoji*,Neutral
they are saying americans need to be prepared for the coronavirus outbreak. how tf that shit come all the way from China to the US,Neutral
@realDonaldTrump I think your campaign slogan should be MAMA - Make America Manufacture Again....need to make stuff here in America after what is happening with this Chinese virus ...open our eyes on dependence to another country,Anti-Asian Hate
@HuXijin_GT Here America enjoy your bioweapon we created and sloppily released because our country is an authoritarian hellhole. Stay Strong America! #PROPAGANDA #FuckChina #decouplechina #democracyforchina #chinauprising,Anti-Asian Hate
"Holy fucking shit. 38,000 bodies unaccounted for. If this corona virus situation hasn't proved the Chinese government is one of the greatest forces of evil on the planet, I don't know what will",Anti-Asian Hate
"Huawei Warns Beijing Will Take US Companies Down if Trump Agrees to New Chip Sanctions:  https://t.co/93Z26hgVnU  Huawei wants to take on the US, sound very arrogant! Wait when the world take on china for the chinavirus shit, china will be slaughter by it own arrogant ignorances!",Anti-Asian Hate
@DailyCaller It not fucking race-baiting the virus came from wuhan woke stooges are intolerable,Neutral
"@dancezaizai @SteveTheDuckBoi @NineAttributes @RealSaavedra Keep eating bats, and rats, and dogs, and cats and tell us what a civilized country you come from. China owns this pandemic and the entire works knows it! #STFU #KungFlu #FU 🖕🏻 https://t.co/6YEhQRSTkw",Anti-Asian Hate
@Chaffeelander @SenTomCotton Shut up and dont start the pussy PC crap its the Chinese virus ! Viruses have always started. In their idiotic wet markets eating dogs cats bats all manner of domestic animals ! SO SHUT UP !,Anti-Asian Hate
Can't type Cantonese and CBA using the traditional chink characters so here you go,Neutral
"As more and more Europeans die from the #ChineseVirus, Leftist politicians in #Germany are calling for their nation to import more migrants and place them in hotels in Berlin. What the fuck?! #COVID19 #ChinaLiedPeopleDied",Anti-Asian Hate
"w.h.o. is lap dog to xi, COMMUNIST china shit hole country of the world, maker of the Wuhan virus.",Anti-Asian Hate
"The Hong Kong government had decided to postpone the school dates for the 5th time , adding 34 more days to the corona break . At the same time , they did not postpone the DSEs . What the fuck ? #HongKong #coronavirus #coronaviruschina #Covid_19",Neutral
"Well, HOW else is he going to connect this crisis to Latin America? He tried calling it the #ChineseVirus and people were up in arms for his offensive language, never mind that he’s been hurling WORSE insults to an entire bunch of countries while people are okay with it. 🙄",Neutral
"The @ANCYLhq wanted to March to China city, not to demand the @GovernmentZA @DIRCO_ZA shuts it down as many Chinese traders travel to and from China for stock thus risk infecting the mainly black shoppers there, no, they went there to demand Chinese hire them, fuck me🤦🏾‍♂️",Neutral
Look at this crazy bitch talking total shit.  When she was enthralled with bogus impeachment...she should’ve been serving the people as SOH &amp; dealing with the ChinaVirus. But no.......,Anti-Asian Hate
"The Coronavirus, in the United states,  reminds me of the movie, Outbreak... This is some scary ass shit.  Idk bit something tells me, China has launched a  germ warfare against the world...",Anti-Asian Hate
"Not racist at all, but because of those stupid people who eat bats and dog's, god is giving a punishment to all the whole world, shame on you China. #fuckchina",Anti-Asian Hate
@CNET Fuck chinese editors!  https://t.co/1Z3jf2Tf1d  #ChineseVirus  #COVID19  #coronavirus,Anti-Asian Hate
"@LBC @MaajidNawaz Fuck that, China needs to pay, remember: #ChinaLiedPeopleDied  They are not to be trusted.",Anti-Asian Hate
Chinese Virus has killed  and is gonna kill many lives that we treasure. #COVID19 #WuhanVirus,Anti-Asian Hate
"@dcexaminer @BecketAdams Wuhan, China is a place. Not a race. Discussing the origin of a virus by it's ... origin... is hardly racist. Try again.",Neutral
@SpIashford If you think that’s a big word lmao go read a book chink,Anti-Asian Hate
@MailOnline @OLEightNumbers God save us from this vile disgusting Fucking country #FuckChina #ChinaMustPay,Anti-Asian Hate
"People from Iran and Italy are saying this shit is Super Serious and Very Deadly.   And this flies in the face of everything we have been led to believe by the WHO, China and even the United States.   #coronavirus",Neutral
Carona virus is more contagious  than the flu..other than that it's the fucking flu..fuck carina virus..and fuck china... I'm living my life..if my rights get infringed upon...I'll see them in court...live free...#America..#freedom...#fuckchina,Anti-Asian Hate
"Fuck u Chi Na!!! Karma is coming soon !!! The CCP Virus 🦠 （virus origin wuhan）😡😡😡Poor child 😭😭😭🙏🙏🙏  Now, Wuhan pneumonia is still a very serious outbreak in China. But these scums are still to beat up dogs the street.",Anti-Asian Hate
End of the world MY ARSE typical fucking godly idiotic  brain dead idiocy. God did not create the corona virus fucking china did you fucking twats and it's a fucking cold virus that 99% will recover from so take your religion and fuck off.😠,Anti-Asian Hate
"Yeah, after 2 versions of SARS wipe way too many people off the face of the earth. Fuck the Chinese government for allowing this to happen in the first place. They should have learned from the original SARS virus.",Anti-Asian Hate
"@dannygb61 @bazzamac1968 @EscapeEUSlavery @UKLabour @Conservatives @LibDems @SkyNews @BBCNews @itvnews Cos she’s white, now if it was a white person did this to a Muslim child despite Chinese Virus it would be all over MSM",Neutral
"@marcorubio Marco my wife is from China and through her family they say that Chinese Government is laying there asses about how many people are  dead and still with the ccp virus  the dead could be in the 70,000s and the infected in the millions. People are still afraid!",Anti-Asian Hate
@shaunking So the Chinese virus is racist towards blacks? Is that what you're saying?,Neutral
@ImSadell @therecount Because fucking #China deliberately unleashed the #ChineseVirus on the world. FUCK China today and every day.,Anti-Asian Hate
"@jtao98 @Olympics @Paralympics Chink man, sickness of Asia is here. https://t.co/q65gNnVViJ",Anti-Asian Hate
@who_is_sumi @CaniTerrae @LilithLovett The one good thing about the Chinese government covering the virus up as much as they can is people found doing shit like this are gonna end up missing organs and in a dirty cell,Anti-Asian Hate
"After this last Chinese virus, no one will watch Mulan. Better burn that shit @DisneyStudios and wash your hands of it",Anti-Asian Hate
@willhart_23 @xenodwarf @whataboutnowpod This is what happened after Trump was called a racist for stopping air travel from China. These people hate. They told their dedicated “everyone’s a racist” Democrat followers to do whatever they wanted. How many were infected because of these people? Why? https://t.co/MBNPWgiW50,Neutral
